,item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales
193,FDV02,16.75,Low Fat,0.060495243,Dairy,169.8105926513672,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014
194,FDY28,7.46999979019165,Regular,0.0,Frozen Foods,214.32179260253906,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436
195,FDP51,13.850000381469727,Regular,0.085622362,Meat,119.41239929199219,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356
196,FDR44,6.110000133514404,Regular,0.102920886,Fruits and Vegetables,130.49679565429688,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136
197,FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.21980285644531,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386
198,FDC50,15.850000381469727,Low Fat,0.0,Canned,96.4094009399414,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.7222
199,DRE49,20.75,LF,0.021250002,Soft Drinks,150.5023956298828,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408
200,FDM40,10.194999694824219,Low Fat,0.159936948,Frozen Foods,143.21539306640625,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772
201,FDW07,18.0,Regular,0.142688846,Fruits and Vegetables,88.55139923095703,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626
202,FDQ56,6.590000152587891,Low Fat,0.105761491,Fruits and Vegetables,84.89080047607422,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816
203,FDN58,13.800000190734863,reg,0.056960814,Snack Foods,230.09840393066406,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744
204,FDG35,21.200000762939453,Regular,0.00704098,Starchy Foods,173.5738067626953,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.1546
205,FDY34,10.5,Regular,0.011026594,Snack Foods,166.4842071533203,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.5472
206,FDT59,13.649999618530273,Low Fat,0.015908424,Breads,231.1667938232422,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.004
207,NCX41,19.0,Low Fat,0.017719277,Health and Hygiene,211.02439880371094,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.0392
208,FDF22,6.864999771118164,Low Fat,0.056919038,Snack Foods,212.82179260253906,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.4886
209,FDM60,10.800000190734863,Regular,0.048143292,Baking Goods,40.21379852294922,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346
210,FDR02,16.700000762939453,Low Fat,0.022047313,Dairy,110.2885971069336,OUT013,1987,High,Tier 3,Supermarket Type1,1890.2062
211,FDS48,15.149999618530273,Low Fat,0.027779254,Baking Goods,150.17080688476562,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.708
212,FDZ38,17.600000381469727,Low Fat,0.008033611,Dairy,174.24220275878906,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.055
213,FDH19,19.350000381469727,Low Fat,0.033088472,Meat,175.4738006591797,OUT046,1997,Small,Tier 1,Supermarket Type1,521.3214
214,NCB55,15.699999809265137,Low Fat,0.160663021,Household,59.456199645996094,OUT046,1997,Small,Tier 1,Supermarket Type1,829.5868
215,FDF11,10.194999694824219,Regular,0.017627888,Starchy Foods,239.65379333496094,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.538
216,FDW43,20.100000381469727,Regular,0.022460102,Fruits and Vegetables,226.80360412597656,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554
217,FDA27,20.350000381469727,Regular,0.0,Dairy,256.7672119140625,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.6784
218,NCU41,18.850000381469727,Low Fat,0.05213575,Health and Hygiene,190.18460083007812,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687.961
219,FDY56,16.350000381469727,Regular,0.062508438,Fruits and Vegetables,227.106201171875,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642.655
220,FDV39,11.300000190734863,Low Fat,0.007309544,Meat,196.2425994873047,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943.565
221,FDN32,17.5,Low Fat,0.015623754,Fruits and Vegetables,182.62660217285156,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135.2522
222,FDU01,20.25,Regular,0.011995271,Canned,184.5924072265625,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.4948
223,FDF10,15.5,Regular,0.15717236,Snack Foods,149.1417999267578,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.5672
224,DRI13,15.350000381469727,Low Fat,0.020310046,Soft Drinks,218.05079650878906,OUT013,1987,High,Tier 3,Supermarket Type1,3038.7112
225,NCR05,10.100000381469727,Low Fat,0.054630834,Health and Hygiene,200.20840454101562,OUT046,1997,Small,Tier 1,Supermarket Type1,1587.2672
226,FDL51,20.700000762939453,Regular,0.047565208,Dairy,213.4875946044922,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929.4884
227,FDB11,16.0,LF,0.060797393,Starchy Foods,223.84039306640625,OUT013,1987,High,Tier 3,Supermarket Type1,3600.6464
228,FDI35,14.0,Low Fat,0.041291169,Starchy Foods,180.76339721679688,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608
229,FDX08,12.850000381469727,Low Fat,0.022604051,Fruits and Vegetables,181.43179321289062,OUT046,1997,Small,Tier 1,Supermarket Type1,3428.2042
230,NCJ18,12.350000381469727,Low Fat,0.164196823,Household,120.51239776611328,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.2232
231,FDJ41,6.849999904632568,Low Fat,0.022976497,Frozen Foods,261.6593933105469,OUT018,2009,Medium,Tier 3,Supermarket Type2,3401.5722
232,FDU08,10.300000190734863,Low Fat,0.027310252,Fruits and Vegetables,101.00420379638672,OUT035,2004,Small,Tier 2,Supermarket Type1,1289.6546
233,DRH15,8.774999618530273,Low Fat,0.0,Dairy,45.94279861450195,OUT013,1987,High,Tier 3,Supermarket Type1,790.9704
234,FDE24,14.850000381469727,Low Fat,0.09344495,Baking Goods,141.08120727539062,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.8496
235,FDH53,20.5,Regular,0.019199733,Frozen Foods,84.35919952392578,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.3024
236,FDZ13,7.840000152587891,Regular,0.154120252,Canned,51.935001373291016,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74
237,FDU46,10.300000190734863,Regular,0.011117041,Snack Foods,85.85399627685547,OUT013,1987,High,Tier 3,Supermarket Type1,2683.174
238,NCE43,12.5,LF,0.103422709,Household,169.94479370117188,OUT035,2004,Small,Tier 2,Supermarket Type1,2897.5616
239,FDB14,20.25,Regular,0.102723919,Canned,93.21199798583984,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.452
240,NCC42,15.0,Low Fat,0.044871033,Health and Hygiene,140.38380432128906,OUT013,1987,High,Tier 3,Supermarket Type1,2528.7084
241,FDQ20,8.324999809265137,Low Fat,0.029760052,Fruits and Vegetables,38.71379852294922,OUT013,1987,High,Tier 3,Supermarket Type1,284.2966
242,FDZ15,13.100000381469727,Low Fat,0.020870744,Dairy,117.3781967163086,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.673
243,DRI51,17.25,Low Fat,0.042413704,Dairy,173.17640686035156,OUT018,2009,Medium,Tier 3,Supermarket Type2,4466.1864
244,FDO28,5.764999866485596,Low Fat,0.072284689,Frozen Foods,119.90979766845703,OUT035,2004,Small,Tier 2,Supermarket Type1,2048.6666
245,NCS54,13.600000381469727,Low Fat,0.009984847,Household,175.43699645996094,OUT013,1987,High,Tier 3,Supermarket Type1,1940.807
246,FDR52,12.649999618530273,Regular,0.076354362,Frozen Foods,192.18460083007812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.5076
247,FDT09,15.149999618530273,Regular,0.012282366,Snack Foods,132.5283966064453,OUT049,1999,Medium,Tier 1,Supermarket Type1,1713.7692
248,FDU25,12.350000381469727,Low Fat,0.026681262,Canned,56.424598693847656,OUT046,1997,Small,Tier 1,Supermarket Type1,810.9444
249,FDK41,14.300000190734863,Low Fat,0.127541722,Frozen Foods,84.92240142822266,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.1136
250,NCT54,8.694999694824219,Low Fat,0.119513002,Household,93.4094009399414,OUT035,2004,Small,Tier 2,Supermarket Type1,856.8846
251,FDQ45,9.5,Regular,0.010907967,Snack Foods,182.3607940673828,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728
252,DRK59,8.895000457763672,LF,0.07543556,Hard Drinks,235.86160278320312,OUT035,2004,Small,Tier 2,Supermarket Type1,3046.7008
253,FDW28,18.25,Low Fat,0.0,Frozen Foods,196.84519958496094,OUT046,1997,Small,Tier 1,Supermarket Type1,3327.6684
254,FDR21,19.700000762939453,Low Fat,0.066922802,Snack Foods,174.83700561523438,OUT035,2004,Small,Tier 2,Supermarket Type1,2999.429
255,FDH57,10.895000457763672,Low Fat,0.035747522,Fruits and Vegetables,133.62840270996094,OUT046,1997,Small,Tier 1,Supermarket Type1,1581.9408
256,FDP32,6.650000095367432,Low Fat,0.087652908,Fruits and Vegetables,128.8677978515625,OUT035,2004,Small,Tier 2,Supermarket Type1,1398.8458
257,FDV57,15.25,Regular,0.065999008,Snack Foods,177.96600341796875,OUT049,1999,Medium,Tier 1,Supermarket Type1,2336.958
258,FDW28,18.25,low fat,0.088750333,Frozen Foods,196.54519653320312,OUT013,1987,High,Tier 3,Supermarket Type1,2348.9424
259,FDA40,16.0,Regular,0.099252438,Frozen Foods,87.48560333251953,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272
260,FDE16,8.895000457763672,Low Fat,0.026384672,Frozen Foods,208.9954071044922,OUT049,1999,Medium,Tier 1,Supermarket Type1,4584.6988
261,FDK24,9.194999694824219,Low Fat,0.0,Baking Goods,43.674400329589844,OUT018,2009,Medium,Tier 3,Supermarket Type2,407.4696
262,FDW31,11.350000381469727,Regular,0.043333912,Fruits and Vegetables,201.07420349121094,OUT018,2009,Medium,Tier 3,Supermarket Type2,2189.8162
263,NCM07,9.395000457763672,Low Fat,0.039954281,Others,82.49079895019531,OUT035,2004,Small,Tier 2,Supermarket Type1,2013.3792
264,FDK28,5.695000171661377,Low Fat,0.065857092,Frozen Foods,258.5646057128906,OUT018,2009,Medium,Tier 3,Supermarket Type2,4380.2982
265,FDL48,19.350000381469727,Regular,0.082197959,Baking Goods,49.203399658203125,OUT013,1987,High,Tier 3,Supermarket Type1,729.051
266,DRD37,9.800000190734863,Low Fat,0.013898123,Soft Drinks,46.50600051879883,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.848
267,FDL52,6.635000228881836,Regular,0.0,Frozen Foods,39.7505989074707,OUT013,1987,High,Tier 3,Supermarket Type1,303.6048
268,FDD08,8.300000190734863,Low Fat,0.03532494,Fruits and Vegetables,38.950599670410156,OUT013,1987,High,Tier 3,Supermarket Type1,721.0614
269,FDY56,16.350000381469727,Regular,0.062411404,Fruits and Vegetables,225.9062042236328,OUT046,1997,Small,Tier 1,Supermarket Type1,5416.9488
270,NCI29,8.600000381469727,Low Fat,0.032754431,Health and Hygiene,140.51539611816406,OUT018,2009,Medium,Tier 3,Supermarket Type2,283.6308
271,FDN16,12.600000381469727,Regular,0.062648111,Frozen Foods,104.89900207519531,OUT013,1987,High,Tier 3,Supermarket Type1,1960.781
272,FDC15,18.100000381469727,Low Fat,0.17824575,Dairy,158.12879943847656,OUT049,1999,Medium,Tier 1,Supermarket Type1,3299.7048
273,FDK44,16.600000381469727,Low Fat,0.0,Fruits and Vegetables,173.37379455566406,OUT046,1997,Small,Tier 1,Supermarket Type1,2085.2856
274,FDA16,6.695000171661377,Low Fat,0.033935576,Frozen Foods,221.9456024169922,OUT035,2004,Small,Tier 2,Supermarket Type1,2210.456
275,FDO04,16.600000381469727,Low Fat,0.026537206,Frozen Foods,57.26139831542969,OUT046,1997,Small,Tier 1,Supermarket Type1,1049.9666
276,NCL19,15.350000381469727,Low Fat,0.015673267,Others,145.0469970703125,OUT035,2004,Small,Tier 2,Supermarket Type1,2719.793
277,FDG53,10.0,Low Fat,0.045818773,Frozen Foods,138.71800231933594,OUT013,1987,High,Tier 3,Supermarket Type1,1398.18
278,DRG01,14.800000190734863,Low Fat,0.044869794,Soft Drinks,76.46700286865234,OUT035,2004,Small,Tier 2,Supermarket Type1,1531.34
279,FDI27,8.710000038146973,Regular,0.04605781,Dairy,43.8744010925293,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8416
280,FDW44,9.5,Regular,0.035205866,Fruits and Vegetables,171.3448028564453,OUT049,1999,Medium,Tier 1,Supermarket Type1,2386.2272
281,FDU21,11.800000190734863,Regular,0.076705948,Snack Foods,34.75579833984375,OUT035,2004,Small,Tier 2,Supermarket Type1,780.9834
282,FDI14,14.100000381469727,LF,0.089677773,Canned,139.84959411621094,OUT046,1997,Small,Tier 1,Supermarket Type1,1693.7952
283,FDN39,19.350000381469727,Regular,0.065520388,Meat,168.38160705566406,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528
284,DRH13,8.574999809265137,Low Fat,0.023983258,Soft Drinks,106.3280029296875,OUT018,2009,Medium,Tier 3,Supermarket Type2,958.752
285,FDJ20,20.700000762939453,Regular,0.100330684,Fruits and Vegetables,123.43879699707031,OUT049,1999,Medium,Tier 1,Supermarket Type1,1238.388
286,FDX22,6.784999847412109,Regular,0.022970468,Snack Foods,211.09280395507812,OUT035,2004,Small,Tier 2,Supermarket Type1,4418.2488
287,DRM11,6.570000171661377,Low Fat,0.066014596,Hard Drinks,259.7278137207031,OUT013,1987,High,Tier 3,Supermarket Type1,2863.6058
288,FDL25,6.920000076293945,Regular,0.131128467,Breakfast,93.1803970336914,OUT049,1999,Medium,Tier 1,Supermarket Type1,1561.9668
289,FDD40,20.25,Regular,0.014816356,Dairy,194.11619567871094,OUT049,1999,Medium,Tier 1,Supermarket Type1,3848.324
290,NCM41,16.5,Low Fat,0.035801238,Health and Hygiene,92.61199951171875,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
291,FDC53,8.680000305175781,Low Fat,0.008871687,Frozen Foods,99.7384033203125,OUT018,2009,Medium,Tier 3,Supermarket Type2,295.6152
292,FDQ09,7.235000133514404,Low Fat,0.058369013,Snack Foods,115.28340148925781,OUT018,2009,Medium,Tier 3,Supermarket Type2,1267.0174
293,DRB48,16.75,Regular,0.0,Soft Drinks,39.382198333740234,OUT046,1997,Small,Tier 1,Supermarket Type1,353.5398
294,DRE25,15.350000381469727,Low Fat,0.073269336,Soft Drinks,92.11199951171875,OUT035,2004,Small,Tier 2,Supermarket Type1,1118.544
295,FDL08,10.800000190734863,Low Fat,0.049677651,Fruits and Vegetables,245.91439819335938,OUT013,1987,High,Tier 3,Supermarket Type1,4655.2736
296,NCV42,6.260000228881836,Low Fat,0.031470832,Household,110.2228012084961,OUT049,1999,Medium,Tier 1,Supermarket Type1,1547.3192
297,FDW03,5.630000114440918,Regular,0.024579432,Meat,105.33059692382812,OUT049,1999,Medium,Tier 1,Supermarket Type1,1045.306
298,FDC17,12.149999618530273,Low Fat,0.015523707,Frozen Foods,212.09280395507812,OUT018,2009,Medium,Tier 3,Supermarket Type2,2735.1064
299,FDE34,9.194999694824219,Low Fat,0.107891398,Snack Foods,182.76339721679688,OUT046,1997,Small,Tier 1,Supermarket Type1,3817.0314
300,FDP10,19.0,Low Fat,0.128065918,Snack Foods,104.36219787597656,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.5196
301,NCK19,9.800000190734863,Low Fat,0.090390357,Others,192.14779663085938,OUT013,1987,High,Tier 3,Supermarket Type1,2324.9736
302,NCU41,18.850000381469727,LF,0.052054819,Health and Hygiene,189.18460083007812,OUT046,1997,Small,Tier 1,Supermarket Type1,2101.9306
303,NCH30,17.100000381469727,Low Fat,0.067141355,Household,114.58599853515625,OUT035,2004,Small,Tier 2,Supermarket Type1,2942.836
304,FDR36,6.715000152587891,Regular,0.121485195,Baking Goods,40.245399475097656,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356
305,NCJ30,5.820000171661377,Low Fat,0.080640478,Household,167.7790069580078,OUT046,1997,Small,Tier 1,Supermarket Type1,2886.243
306,FDU04,7.929999828338623,Low Fat,0.0,Frozen Foods,123.24140167236328,OUT018,2009,Medium,Tier 3,Supermarket Type2,487.3656
307,DRK37,5.0,Low Fat,0.044004675,Soft Drinks,188.85299682617188,OUT046,1997,Small,Tier 1,Supermarket Type1,5502.837
308,FDK48,7.445000171661377,low fat,0.0,Baking Goods,76.83540344238281,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.8266
309,FDV58,20.850000381469727,Low Fat,0.121250374,Snack Foods,193.94520568847656,OUT046,1997,Small,Tier 1,Supermarket Type1,1565.9616
310,FDN27,20.850000381469727,Low Fat,0.0,Meat,115.18080139160156,OUT018,2009,Medium,Tier 3,Supermarket Type2,1054.6272
311,FDZ52,19.200000762939453,Low Fat,0.100230114,Frozen Foods,112.98860168457031,OUT049,1999,Medium,Tier 1,Supermarket Type1,1667.829
312,NCF42,17.350000381469727,Low Fat,0.167383061,Household,175.67120361328125,OUT046,1997,Small,Tier 1,Supermarket Type1,2812.3392
313,FDQ48,14.300000190734863,Regular,0.034404732,Baking Goods,98.17259979248047,OUT035,2004,Small,Tier 2,Supermarket Type1,489.363
314,FDR58,6.675000190734863,Low Fat,0.041913535,Snack Foods,90.74620056152344,OUT035,2004,Small,Tier 2,Supermarket Type1,1665.8316
315,FDK14,6.980000019073486,Low Fat,0.041105789,Canned,83.49340057373047,OUT046,1997,Small,Tier 1,Supermarket Type1,1555.9746
316,NCQ41,14.800000190734863,Low Fat,0.01946418,Health and Hygiene,196.37939453125,OUT013,1987,High,Tier 3,Supermarket Type1,1950.794
317,FDX46,12.300000190734863,Regular,0.0,Snack Foods,57.356201171875,OUT013,1987,High,Tier 3,Supermarket Type1,177.7686
318,FDH45,15.100000381469727,reg,0.105646853,Fruits and Vegetables,42.879600524902344,OUT035,2004,Small,Tier 2,Supermarket Type1,949.4308
319,DRJ35,10.100000381469727,Low Fat,0.046545786,Hard Drinks,59.98780059814453,OUT013,1987,High,Tier 3,Supermarket Type1,484.7024
320,FDC40,16.0,Regular,0.065009745,Dairy,79.59860229492188,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832
321,FDP13,8.100000381469727,Regular,0.134532392,Canned,39.448001861572266,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856
322,FDP24,20.600000381469727,LF,0.083133128,Baking Goods,120.17559814453125,OUT049,1999,Medium,Tier 1,Supermarket Type1,1332.9316
323,NCQ42,20.350000381469727,Low Fat,0.039428167,Household,127.9677963256836,OUT018,2009,Medium,Tier 3,Supermarket Type2,3560.6984
324,FDY59,8.194999694824219,Low Fat,0.0,Baking Goods,93.14620208740234,OUT018,2009,Medium,Tier 3,Supermarket Type2,647.8234
325,FDB21,7.474999904632568,Low Fat,0.148492521,Fruits and Vegetables,240.68539428710938,OUT035,2004,Small,Tier 2,Supermarket Type1,1691.7978
326,FDT32,19.0,Regular,0.065901299,Fruits and Vegetables,188.72140502929688,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.7926
327,FDK20,12.600000381469727,Regular,0.041622264,Fruits and Vegetables,124.0072021484375,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.7376
328,FDM01,7.894999980926514,Regular,0.0945493,Breakfast,102.6332015991211,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.5312
329,FDU13,8.354999542236328,Low Fat,0.188322664,Canned,148.5417938232422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2207.127
330,FDE58,18.5,Low Fat,0.052025392,Snack Foods,118.41239929199219,OUT013,1987,High,Tier 3,Supermarket Type1,2370.248
331,FDM08,10.100000381469727,Regular,0.053584207,Fruits and Vegetables,224.40879821777344,OUT046,1997,Small,Tier 1,Supermarket Type1,4697.8848
332,FDS58,9.28499984741211,Regular,0.020989132,Snack Foods,158.65780639648438,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867
333,FDZ26,11.600000381469727,Regular,0.144017405,Dairy,238.32220458984375,OUT046,1997,Small,Tier 1,Supermarket Type1,5736.5328
334,FDY51,12.5,Low Fat,0.081465335,Meat,220.77980041503906,OUT018,2009,Medium,Tier 3,Supermarket Type2,6611.394
335,DRG39,14.149999618530273,Low Fat,0.042352822,Dairy,51.69820022583008,OUT018,2009,Medium,Tier 3,Supermarket Type2,1262.3568
336,NCG43,20.200000762939453,Low Fat,0.074541867,Household,94.14620208740234,OUT018,2009,Medium,Tier 3,Supermarket Type2,1758.3778
337,DRF01,5.65500020980835,Low Fat,0.175352413,Soft Drinks,147.4102020263672,OUT049,1999,Medium,Tier 1,Supermarket Type1,2478.7734
338,FDF53,20.75,Regular,0.083590755,Frozen Foods,182.23179626464844,OUT035,2004,Small,Tier 2,Supermarket Type1,3067.3406
339,FDS45,5.175000190734863,Regular,0.029471408,Snack Foods,105.46219635009766,OUT013,1987,High,Tier 3,Supermarket Type1,3281.7282
340,DRF15,18.350000381469727,Low Fat,0.03334929,Dairy,155.03399658203125,OUT018,2009,Medium,Tier 3,Supermarket Type2,1990.742
341,FDH32,12.800000190734863,Low Fat,0.076060037,Fruits and Vegetables,95.14099884033203,OUT046,1997,Small,Tier 1,Supermarket Type1,868.869
342,NCJ42,19.75,Low Fat,0.014301326,Household,103.033203125,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.3984
343,FDB56,8.75,Regular,0.074931201,Fruits and Vegetables,187.6555938720703,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778
344,FDD03,13.300000190734863,Low Fat,0.080131363,Dairy,234.02999877929688,OUT018,2009,Medium,Tier 3,Supermarket Type2,4194.54
345,NCL18,18.850000381469727,Low Fat,0.167444431,Household,194.6136016845703,OUT013,1987,High,Tier 3,Supermarket Type1,1166.4816
346,FDW22,9.694999694824219,Regular,0.03033748,Snack Foods,222.91140747070312,OUT049,1999,Medium,Tier 1,Supermarket Type1,5764.4964
347,FDE32,20.700000762939453,Low Fat,0.04874969,Fruits and Vegetables,37.55059814453125,OUT035,2004,Small,Tier 2,Supermarket Type1,113.8518
348,FDG38,8.975000381469727,Regular,0.05268526,Canned,83.32240295410156,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408
349,FDD29,12.149999618530273,Low Fat,0.018485511,Frozen Foods,253.1697998046875,OUT018,2009,Medium,Tier 3,Supermarket Type2,1522.0188
350,NCE31,7.670000076293945,Low Fat,0.184689756,Household,35.421600341796875,OUT013,1987,High,Tier 3,Supermarket Type1,450.0808
